Platform,Year,Genre,Publisher,NA_Sales
X360,2008.0,Misc,Activision,1.78
PS,1998.0,Shooter,Electronic Arts,1.44
XB,2004.0,Role-Playing,Microsoft Game Studios,1.99
DS,2006.0,Action,Disney Interactive Studios,1.59
PS2,2003.0,Action,Ubisoft,1.15
Wii,2012.0,Action,Activision,1.56
PSP,2006.0,Shooter,Electronic Arts,0.86
NES,1986.0,Platform,Nintendo,0.0
N64,1996.0,Action,Nintendo,2.0
X360,2007.0,Action,LucasArts,1.53
PS2,2000.0,Racing,Take-Two Interactive,2.0
PSP,2006.0,Fighting,Sony Computer Entertainment,0.76
X360,2009.0,Strategy,Microsoft Game Studios,1.53
PS3,2009.0,Action,Sony Computer Entertainment,1.7
PS2,2004.0,Sports,Sega,2.15
Wii,2007.0,Sports,Nintendo,1.07
X360,2010.0,Shooter,Electronic Arts,1.55
X360,2009.0,Sports,Electronic Arts,0.59
X360,2011.0,Sports,Take-Two Interactive,2.31
DS,2008.0,Simulation,Nintendo,0.63
PS2,2002.0,Action,Electronic Arts,0.9
Wii,2010.0,Platform,Nintendo,1.02
GEN,1990.0,Action,Sega,1.86
PS3,2008.0,Sports,Electronic Arts,0.48
PS3,2007.0,Platform,Sony Computer Entertainment,0.93
PS2,2004.0,Sports,Electronic Arts,2.03
PSP,2009.0,Platform,Sony Computer Entertainment,0.64
PS4,2013.0,Shooter,Sony Computer Entertainment,0.89
X360,2009.0,Action,Take-Two Interactive,1.04
PSP,2007.0,Role-Playing,Capcom,0.37
PS2,2006.0,Fighting,THQ,1.4
PS2,2004.0,Platform,Sony Computer Entertainment,1.31
DS,2010.0,Misc,Nintendo,0.28
X360,2009.0,Role-Playing,Electronic Arts,1.76
PS2,2007.0,Sports,Electronic Arts,2.14
GC,2001.0,Platform,Sega,1.7
NES,1987.0,Role-Playing,Enix Corporation,0.15
PS3,2012.0,Sports,Electronic Arts,2.11
GC,2003.0,Role-Playing,Nintendo,1.21
Wii,2008.0,Sports,Konami Digital Entertainment,1.13
X360,2008.0,Sports,Electronic Arts,2.21
2600,nan,Shooter,Atari,2.36
PS2,2001.0,Racing,Acclaim Entertainment,1.13
N64,2000.0,Action,Nintendo,1.55
Wii,2007.0,Misc,Midway Games,1.5
NES,1986.0,Role-Playing,Capcom,0.49
PS3,2013.0,Action,Square Enix,0.6
X360,2006.0,Role-Playing,Activision,2.29
PS2,2008.0,Sports,Konami Digital Entertainment,0.13
N64,1999.0,Misc,Nintendo,1.28
PS3,2011.0,Action,THQ,0.86
XB,2003.0,Action,Take-Two Interactive,1.84
Wii,2010.0,Action,Warner Bros. Interactive Entertainment,1.29
PS2,2002.0,Fighting,Midway Games,1.81
PS3,2008.0,Shooter,Sony Computer Entertainment,1.15
X360,2008.0,Racing,Disney Interactive Studios,1.38
PS,1998.0,Action,Eidos Interactive,1.15
PS3,2012.0,Sports,Take-Two Interactive,1.72
X360,nan,Misc,Electronic Arts,1.93
X360,2013.0,Sports,Take-Two Interactive,2.1
GC,2002.0,Misc,Nintendo,1.13
Wii,2010.0,Misc,THQ,1.67
PS3,2008.0,Racing,Take-Two Interactive,1.55
SNES,1992.0,Role-Playing,SquareSoft,0.0
PS,1997.0,Role-Playing,SquareSoft,0.93
PS,1996.0,Racing,Sony Computer Entertainment,2.12
X360,2011.0,Shooter,Microsoft Game Studios,1.44
PSP,2006.0,Racing,Electronic Arts,0.87
PS2,2003.0,Simulation,Electronic Arts,1.07
PC,1997.0,Adventure,Red Orb,1.52
X360,2008.0,Shooter,Ubisoft,1.56
DC,1998.0,Platform,Sega,1.26
NES,1988.0,Sports,Nintendo,1.27
PS3,2010.0,Sports,Konami Digital Entertainment,0.29
PS2,2003.0,Fighting,Atari,1.63
PS2,2001.0,Racing,Sony Computer Entertainment,2.07
PS,1998.0,Action,Capcom,0.81
XOne,2014.0,Misc,Microsoft Game Studios,1.43
PS2,2007.0,Racing,Electronic Arts,0.69
XOne,2015.0,Sports,Electronic Arts,2.07
PS,1996.0,Puzzle,JVC,2.1
NES,1987.0,Fighting,Nintendo,0.77
PC,1997.0,Strategy,Electronic Arts,2.3
GBA,nan,Adventure,Konami Digital Entertainment,2.15
PS4,2015.0,Racing,Electronic Arts,0.49
X360,2010.0,Sports,505 Games,1.74
Wii,nan,Action,LucasArts,1.54
PC,1994.0,Misc,Hasbro Interactive,1.49
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,1.07
X360,2011.0,Action,Deep Silver,1.48
PS2,2005.0,Misc,RedOctane,1.67
PS3,2007.0,Action,LucasArts,1.02
X360,2011.0,Misc,Microsoft Game Studios,1.73
N64,1998.0,Fighting,THQ,1.94
PS4,2015.0,Action,Sony Computer Entertainment,1.0
PS4,2014.0,Sports,Take-Two Interactive,1.46
PS3,2010.0,Sports,Electronic Arts,2.04
PS2,2001.0,Misc,Konami Digital Entertainment,1.16
X360,2007.0,Sports,Electronic Arts,2.18
PC,2004.0,Shooter,Vivendi Games,2.28
PS2,2004.0,Action,THQ,0.96
PS2,2004.0,Sports,Activision,1.25
PS3,2009.0,Sports,Electronic Arts,2.03
X360,2011.0,Sports,Microsoft Game Studios,1.38
GB,1995.0,Platform,Nintendo,0.69
DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07
GB,1996.0,Platform,Nintendo,1.39
GB,1998.0,Role-Playing,Eidos Interactive,0.0
X360,2008.0,Racing,Take-Two Interactive,1.68
Wii,2013.0,Platform,Activision,1.32
PS2,2007.0,Fighting,THQ,0.92
Wii,2008.0,Sports,Ubisoft,1.2
PS2,2001.0,Action,Capcom,1.08
X360,2010.0,Simulation,Electronic Arts,1.27
3DS,2015.0,Action,Nintendo,1.14
XOne,2015.0,Sports,Take-Two Interactive,1.93
Wii,2010.0,Misc,Ubisoft,1.57
N64,2000.0,Sports,Nintendo,0.78
PS,1997.0,Action,Take-Two Interactive,0.79
PS2,2004.0,Shooter,Electronic Arts,0.85
DS,2004.0,Puzzle,Nintendo,0.52
PS,1999.0,Racing,Electronic Arts,1.58
SNES,1995.0,Role-Playing,SquareSoft,0.28
PS,1998.0,Sports,989 Studios,1.65
X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24
PC,2012.0,Action,NCSoft,0.95
DS,2008.0,Role-Playing,Nintendo,0.95
PS3,2011.0,Action,Deep Silver,1.08
PC,1997.0,Action,Eidos Interactive,0.91
PS3,2013.0,Action,Sony Computer Entertainment,1.23
XB,2004.0,Racing,Electronic Arts,1.38
PS3,2009.0,Sports,Konami Digital Entertainment,0.3
Wii,2014.0,Misc,Ubisoft,1.11
3DS,2015.0,Action,Level 5,0.0
NES,1983.0,Platform,Nintendo,0.51
PS2,2008.0,Sports,Electronic Arts,0.38
PS3,2008.0,Action,LucasArts,1.01
PS3,2012.0,Shooter,Take-Two Interactive,1.05
PS,1997.0,Racing,Codemasters,0.07
3DS,2012.0,Role-Playing,Nintendo,1.12
PS3,2009.0,Misc,Sega,1.34
Wii,2006.0,Misc,Sega,1.07
GBA,2002.0,Platform,Nintendo,1.22
GBA,2001.0,Platform,Nintendo,0.9
PS3,2007.0,Misc,Activision,1.4
Wii,nan,Shooter,Activision,1.19
Wii,2007.0,Action,Capcom,1.34
PSV,2014.0,Misc,Sony Computer Entertainment Europe,0.28
PS2,2002.0,Adventure,Capcom,0.62
PS,1997.0,Sports,UEP Systems,1.52
GC,2004.0,Role-Playing,Nintendo,1.48
PS3,2011.0,Sports,Electronic Arts,1.93
Wii,2009.0,Role-Playing,Nintendo,0.67
PSP,2008.0,Fighting,Square Enix,0.51
GBA,2001.0,Platform,Sega,1.19
GBA,2001.0,Platform,Vivendi Games,1.29
NES,1990.0,Action,Konami Digital Entertainment,1.74
DS,2008.0,Action,Activision,1.42
PS2,2009.0,Simulation,Konami Digital Entertainment,1.09
WiiU,2013.0,Platform,Nintendo,1.27
PS2,2003.0,Action,Ubisoft,0.88
DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.71
GB,1998.0,Adventure,Nintendo,1.0
X360,2010.0,Racing,Electronic Arts,1.03
X360,2010.0,Shooter,Take-Two Interactive,1.45
XOne,2013.0,Action,Ubisoft,1.47
PS2,2006.0,Action,Capcom,1.06
X360,2008.0,Misc,Electronic Arts,1.78
2600,1981.0,Action,Parker Bros.,2.06
X360,2007.0,Misc,Activision,2.01
GB,2000.0,Platform,Nintendo,1.11
NES,1986.0,Sports,Namco Bandai Games,0.15
Wii,2008.0,Platform,Sega,1.28
DS,2007.0,Puzzle,Disney Interactive Studios,1.06
PS3,2011.0,Action,Konami Digital Entertainment,0.34
X360,2006.0,Action,THQ,1.17
XB,2003.0,Role-Playing,Activision,1.68
GB,1992.0,Misc,Nintendo,0.87
GB,2000.0,Platform,Nintendo,1.04
PS3,2012.0,Action,Square Enix,0.59
GB,2000.0,Role-Playing,Konami Digital Entertainment,0.0
PS2,2002.0,Racing,THQ,1.92
XOne,2013.0,Racing,Microsoft Game Studios,1.21
X360,2013.0,Sports,Electronic Arts,1.97
DS,2006.0,Role-Playing,Nintendo,1.29
GBA,2003.0,Role-Playing,Nintendo,1.48
X360,2010.0,Role-Playing,Square Enix,1.27
N64,1998.0,Simulation,Nintendo,1.6
NES,1984.0,Sports,Nintendo,0.48
PC,2001.0,Simulation,Electronic Arts,1.23
Wii,2009.0,Sports,Ubisoft,1.51
PS,2000.0,Shooter,Sony Computer Entertainment,1.5
PS4,2015.0,Shooter,Ubisoft,0.54
NES,1987.0,Sports,Nintendo,0.14
XOne,2014.0,Sports,Electronic Arts,0.6
PSP,2007.0,Shooter,Activision,0.52
SNES,1996.0,Role-Playing,Nintendo,0.66
NES,1983.0,Misc,Nintendo,0.01
NES,1988.0,Racing,Nintendo,1.47
PC,1992.0,Simulation,Maxis,1.2
2600,1981.0,Shooter,Imagic,1.99
PS2,2004.0,Simulation,Konami Digital Entertainment,1.04
DS,2006.0,Puzzle,Nintendo,0.64
GBA,2003.0,Role-Playing,SquareSoft,0.82
PS4,2016.0,Action,Ubisoft,0.59
DS,2010.0,Action,Disney Interactive Studios,0.93
DS,2006.0,Role-Playing,Square Enix,0.91
Wii,2010.0,Platform,Nintendo,1.47
XB,2001.0,Racing,Microsoft Game Studios,1.37
GB,1989.0,Sports,Nintendo,0.83
PS3,2011.0,Sports,Take-Two Interactive,1.61
PS3,2009.0,Shooter,Take-Two Interactive,1.2
N64,2000.0,Sports,Activision,1.68
PS3,2008.0,Sports,Konami Digital Entertainment,0.11
PS2,2002.0,Racing,Electronic Arts,1.68
Wii,2010.0,Sports,Nintendo,0.9
Wii,nan,Misc,MTV Games,1.35
PS2,2003.0,Action,Tecmo Koei,0.63
X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.63
PS,1998.0,Role-Playing,SquareSoft,0.94
PS2,2002.0,Platform,THQ,1.17
XB,2002.0,Action,Microsoft Game Studios,1.54
PSP,2005.0,Racing,Electronic Arts,1.77
X360,2011.0,Shooter,Valve Software,1.41
PS2,2005.0,Action,Capcom,0.99
PS,1997.0,Sports,ASCII Entertainment,0.0
X360,2006.0,Action,Capcom,1.16
PS2,2003.0,Action,THQ,1.26
X360,2010.0,Action,Take-Two Interactive,1.84
Wii,2009.0,Misc,Mindscape,1.97
DS,2006.0,Simulation,Electronic Arts,0.92
PS4,2015.0,Shooter,Electronic Arts,0.7
PSP,2010.0,Action,Konami Digital Entertainment,0.46
PC,2010.0,Role-Playing,Activision,1.77
PS2,2002.0,Puzzle,THQ,1.11
PS3,2008.0,Racing,Electronic Arts,0.63
Wii,2007.0,Simulation,Konami Digital Entertainment,1.36
GC,2003.0,Misc,Nintendo,0.97
PS3,2010.0,Action,Take-Two Interactive,0.59
PC,1998.0,Strategy,Electronic Arts,2.04
PC,1994.0,Strategy,Activision,0.89
PS3,2010.0,Sports,Electronic Arts,0.79
PS,2002.0,Shooter,Take-Two Interactive,1.54
PSP,2010.0,Role-Playing,Square Enix,0.63
X360,2009.0,Fighting,THQ,1.48
PS3,2011.0,Role-Playing,Namco Bandai Games,0.75
GBA,2001.0,Strategy,Konami Digital Entertainment,1.64
X360,2007.0,Racing,Electronic Arts,1.04
PS3,2010.0,Simulation,Electronic Arts,0.73
X360,2010.0,Action,Ubisoft,1.2
GBA,2005.0,Role-Playing,Nintendo,0.71
GBA,2004.0,Action,THQ,1.15
PS,1998.0,Racing,Namco Bandai Games,0.68
PS2,2003.0,Fighting,Namco Bandai Games,1.06
3DS,2013.0,Role-Playing,Nintendo,0.89
PS3,2007.0,Racing,Electronic Arts,0.73
DS,2008.0,Misc,Take-Two Interactive,1.23
PS3,2013.0,Sports,Take-Two Interactive,1.43
DS,2005.0,Role-Playing,Nintendo,1.16
GC,2002.0,Misc,Infogrames,1.47
PS3,2013.0,Role-Playing,Activision,0.71
GEN,1992.0,Sports,Arena Entertainment,1.75
X360,2007.0,Racing,Microsoft Game Studios,0.48
DS,2009.0,Role-Playing,Square Enix,1.11
X360,2011.0,Misc,Microsoft Game Studios,1.45
Wii,2008.0,Misc,Ubisoft,0.73
PS2,2006.0,Shooter,Sony Computer Entertainment,1.74
PS2,2005.0,Action,Ubisoft,0.71
GBA,2003.0,Platform,Nintendo,1.2
PS3,2011.0,Action,Electronic Arts,0.58
PS4,2014.0,Sports,Electronic Arts,1.53
N64,1998.0,Sports,Nintendo,1.25
X360,2011.0,Misc,Ubisoft,1.47
PS2,2003.0,Sports,Electronic Arts,1.57
PS3,2008.0,Action,Electronic Arts,1.05
X360,2005.0,Shooter,Activision,1.81
X360,2014.0,Sports,Electronic Arts,1.76
X360,2012.0,Racing,Microsoft Game Studios,0.82
DS,2007.0,Puzzle,Midway Games,0.49
XOne,2016.0,Shooter,Ubisoft,1.2
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.77
3DS,2012.0,Role-Playing,Nintendo,0.89
PS4,2014.0,Racing,Sony Computer Entertainment,0.35
SNES,1993.0,Fighting,Nintendo,0.52
PS3,2008.0,Fighting,Midway Games,1.48
PS,1997.0,Action,Activision,0.95
GB,1989.0,Sports,Nintendo,0.75
GBA,2002.0,Action,Electronic Arts,1.21
PS,2002.0,Action,Electronic Arts,0.75
SNES,1991.0,Simulation,Nintendo,0.93
XOne,2013.0,Shooter,Electronic Arts,1.25
X360,2012.0,Shooter,Capcom,1.11
PS4,2014.0,Role-Playing,Electronic Arts,0.72
DS,2010.0,Platform,Sega,0.99
PS2,2002.0,Platform,Universal Interactive,0.74
Wii,2008.0,Shooter,Activision,1.2
PS2,2003.0,Action,Capcom,0.71
PS3,2008.0,Racing,Electronic Arts,1.01
2600,1981.0,Action,Atari,1.84
X360,2013.0,Shooter,Take-Two Interactive,1.22
PSP,2004.0,Sports,Sony Computer Entertainment,0.5
NES,1986.0,Racing,Nintendo,1.13
NES,1985.0,Sports,Nintendo,0.18
DS,2006.0,Platform,Nintendo,0.79
X360,2006.0,Shooter,Ubisoft,1.09
X360,2014.0,Shooter,Activision,1.3
PS2,2003.0,Racing,Vivendi Games,0.74
XB,2005.0,Action,Take-Two Interactive,1.26
PC,1994.0,Shooter,LucasArts,1.09
PS2,2003.0,Sports,Electronic Arts,1.69
PS2,2003.0,Fighting,Electronic Arts,0.95
X360,2008.0,Sports,Electronic Arts,0.49
PC,1999.0,Misc,Disney Interactive Studios,1.94
PS,2001.0,Adventure,THQ,0.59
GB,1989.0,Puzzle,Nintendo,0.96
PS2,2004.0,Fighting,Atari,1.09
PS,1997.0,Racing,Sony Computer Entertainment,1.41
PS2,2002.0,Shooter,Ubisoft,1.42
PS2,2004.0,Role-Playing,Activision,1.0
X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.15
PS3,2008.0,Misc,Activision,1.1
SNES,1993.0,Fighting,Acclaim Entertainment,1.48
SAT,1995.0,Fighting,Sega,0.34
GB,1998.0,Puzzle,Nintendo,1.06
X360,2008.0,Fighting,Midway Games,1.53
PS3,2014.0,Action,Ubisoft,0.56
Wii,2008.0,Sports,Nintendo,1.51
X360,2013.0,Action,Square Enix,0.86
GB,2001.0,Action,Nintendo,0.92
X360,2009.0,Racing,Electronic Arts,0.73
Wii,2008.0,Misc,Electronic Arts,0.87
PS2,2001.0,Shooter,THQ,0.76
PC,2003.0,Simulation,Electronic Arts,1.03
PS2,2004.0,Racing,THQ,0.94
PS,1996.0,Misc,Sony Computer Entertainment,0.26
Wii,2009.0,Misc,Disney Interactive Studios,1.06
N64,2000.0,Misc,Nintendo,0.72
Wii,2008.0,Action,LucasArts,1.14
Wii,2008.0,Misc,Midway Games,1.3
PS4,2015.0,Shooter,Activision,0.77
Wii,2011.0,Action,LucasArts,1.08
GC,2001.0,Simulation,LucasArts,1.03
PS3,2012.0,Shooter,Take-Two Interactive,0.59
PS4,2013.0,Racing,Electronic Arts,0.73
PS3,2008.0,Sports,Electronic Arts,1.56
3DS,2013.0,Role-Playing,Nintendo,0.21
PS3,2009.0,Platform,Sony Computer Entertainment,1.05
PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37
PS2,2004.0,Fighting,Midway Games,0.92
PS,1999.0,Sports,Sony Computer Entertainment,0.25
PS2,2005.0,Shooter,Electronic Arts,0.89
PS,1998.0,Fighting,THQ,1.42
PS2,2007.0,Misc,Disney Interactive Studios,0.47
GC,2002.0,Adventure,Nintendo,0.96
PS,1998.0,Sports,Electronic Arts,0.22
PS2,2001.0,Action,THQ,0.53
3DS,2013.0,Platform,Nintendo,0.73
GB,2001.0,Adventure,Nintendo,0.87
XB,2005.0,Sports,Electronic Arts,1.75
PS2,2004.0,Platform,Activision,1.12
PS,1999.0,Role-Playing,Sony Computer Entertainment,0.94
N64,1997.0,Platform,Acclaim Entertainment,1.37
PS2,2004.0,Misc,Sony Computer Entertainment,0.0
PS4,2014.0,Platform,Sony Computer Entertainment,0.64
PS2,2001.0,Sports,Electronic Arts,0.91
DS,2009.0,Action,Disney Interactive Studios,1.34
PS,1999.0,Role-Playing,SquareSoft,0.62
Wii,2010.0,Action,Activision,0.85
3DS,2013.0,Misc,Nintendo,0.61
PS2,2004.0,Platform,Sony Computer Entertainment,1.33
Wii,2007.0,Misc,Ubisoft,0.83
GBA,2004.0,Role-Playing,Square Enix,1.26
NES,1984.0,Action,Nintendo,0.8
PS3,2011.0,Action,Sony Computer Entertainment,1.05
PS2,2001.0,Racing,Unknown,0.0
PS3,2009.0,Role-Playing,Namco Bandai Games,0.97
PS2,2005.0,Sports,Electronic Arts,1.53
N64,1998.0,Simulation,Nintendo,0.83
GBA,2005.0,Misc,THQ,1.31
PC,2012.0,Role-Playing,Activision,0.84
PS,1996.0,Racing,Sony Computer Entertainment,1.33
PS4,2015.0,Action,Square Enix,0.46
SNES,1993.0,Role-Playing,SquareSoft,0.25
X360,2007.0,Shooter,Electronic Arts,1.09
PS,1995.0,Simulation,Sony Computer Entertainment,0.92
3DS,2014.0,Platform,Nintendo,0.61
GEN,1994.0,Platform,Sega,1.24
PS2,2001.0,Misc,Namco Bandai Games,1.73
PC,2001.0,Simulation,Electronic Arts,1.81
Wii,2007.0,Shooter,Nintendo,0.91
DS,2010.0,Role-Playing,Nintendo,0.22
PS4,2014.0,Action,Bethesda Softworks,0.55
PS2,2003.0,Simulation,Konami Digital Entertainment,1.05
DC,2000.0,Racing,Sega,1.1
PS2,2002.0,Fighting,Sega,0.78
PS2,2004.0,Platform,Sony Computer Entertainment,0.88
PS2,2008.0,Misc,Activision,1.0
GBA,2002.0,Platform,Sega,0.93
X360,2006.0,Sports,Electronic Arts,1.66
PS3,2010.0,Action,Take-Two Interactive,1.41
PS,1999.0,Sports,989 Studios,1.0
PS3,2015.0,Shooter,Activision,0.49
SNES,1994.0,Platform,Virgin Interactive,1.26
PS3,2013.0,Adventure,Sony Computer Entertainment,0.52
X360,2012.0,Action,Microsoft Game Studios,1.05
PS2,2003.0,Racing,Take-Two Interactive,1.25
DS,2006.0,Role-Playing,Square Enix,0.23
PS,2001.0,Action,THQ,1.12
PS2,2004.0,Action,Sony Computer Entertainment,0.39
3DS,2011.0,Puzzle,Nintendo,0.32
PS3,2010.0,Action,Square Enix,0.45
PS3,2012.0,Role-Playing,Capcom,0.41
WiiU,2013.0,Action,Nintendo,0.93
PS2,2005.0,Action,Vivendi Games,0.85
Wii,2007.0,Misc,Disney Interactive Studios,1.16
WiiU,2013.0,Misc,Nintendo,0.31
PS3,2013.0,Sports,Electronic Arts,1.59
SNES,1991.0,Role-Playing,Square,0.24
N64,2000.0,Platform,Nintendo,0.63
XB,2001.0,Fighting,Microsoft Game Studios,1.19
PS3,2009.0,Fighting,THQ,1.07
GB,1991.0,Adventure,Nintendo,0.85
PS,1998.0,Fighting,Acclaim Entertainment,1.27
PS2,2004.0,Platform,THQ,1.06
GBA,2001.0,Role-Playing,Nintendo,0.93
GEN,1994.0,Platform,Sega,1.02
NES,1986.0,Platform,Nintendo,0.53
PS2,2004.0,Fighting,Electronic Arts,0.86
XB,2002.0,Shooter,Ubisoft,1.23
PS2,2002.0,Action,Take-Two Interactive,0.86
PS3,2013.0,Shooter,Take-Two Interactive,0.72
X360,2012.0,Action,Square Enix,0.68
GBA,2007.0,Action,THQ,1.26
X360,2015.0,Shooter,Activision,1.11
PS2,2004.0,Simulation,Electronic Arts,0.52
PS3,2007.0,Sports,Electronic Arts,0.35
PS2,2001.0,Simulation,Activision,0.61
PS,1998.0,Sports,Electronic Arts,1.68
PS3,2013.0,Role-Playing,Square Enix,0.9
XB,2004.0,Shooter,Activision,1.24
PS2,2001.0,Sports,Konami Digital Entertainment,0.06
X360,2007.0,Shooter,Microsoft Game Studios,1.0
NES,1991.0,Puzzle,Nintendo,0.7
SNES,1993.0,Platform,Capcom,0.94
NES,1993.0,Platform,Nintendo,0.79
DS,2009.0,Simulation,505 Games,0.83
PS2,2008.0,Simulation,Konami Digital Entertainment,0.85
GBA,2004.0,Misc,THQ,1.25
PS,1999.0,Adventure,LucasArts,0.72
PS2,2002.0,Role-Playing,Namco Bandai Games,0.63
PS3,2011.0,Shooter,Valve,0.83
Wii,2009.0,Misc,MTV Games,1.19
XOne,2015.0,Racing,Microsoft Game Studios,0.69
Wii,2010.0,Platform,Sega,0.96
N64,1996.0,Racing,Nintendo,1.69
PS,1998.0,Sports,Electronic Arts,1.66
PS4,2014.0,Role-Playing,Activision,0.49
PSV,2011.0,Shooter,Sony Computer Entertainment,0.59
PS3,2014.0,Shooter,Activision,0.67
PS2,2001.0,Sports,Electronic Arts,0.85
PS4,2016.0,Shooter,Activision,0.64
PS,1998.0,Action,989 Studios,1.48
GB,2001.0,Action,Electronic Arts,0.94
Wii,2013.0,Action,Disney Interactive Studios,1.15
GBA,2002.0,Platform,Universal Interactive,0.95
X360,2012.0,Action,Bethesda Softworks,1.06
PS2,2003.0,Action,Take-Two Interactive,0.85
PS4,2015.0,Shooter,Sony Computer Entertainment,0.61
PS4,2015.0,Role-Playing,Bethesda Softworks,0.66
PS2,2008.0,Shooter,Activision,0.61
DS,2008.0,Simulation,Ubisoft,0.7
PC,2011.0,Shooter,Activision,0.41
XB,2004.0,Sports,Electronic Arts,1.61
PS2,2003.0,Role-Playing,Ubisoft,0.8
PC,2010.0,Simulation,Electronic Arts,0.59
Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.43
PS,1998.0,Platform,Activision,0.99
DS,2007.0,Misc,Mindscape,1.15
PS2,2004.0,Simulation,Sony Computer Entertainment Europe,0.88
XB,2003.0,Racing,Electronic Arts,1.09
DS,2006.0,Misc,Nintendo,0.0
GBA,2001.0,Puzzle,THQ,1.25
Wii,2009.0,Sports,Activision Value,1.58
PS4,2014.0,Racing,Ubisoft,0.34
PS2,2009.0,Sports,Electronic Arts,0.23
Wii,2008.0,Sports,Namco Bandai Games,0.99
DS,2007.0,Puzzle,Nintendo,0.49
Wii,2011.0,Platform,Nintendo,0.62
SNES,1993.0,Puzzle,Banpresto,0.0
DS,2007.0,Action,D3Publisher,0.69
PS2,2006.0,Sports,Electronic Arts,1.41
PS2,2005.0,Shooter,Sony Computer Entertainment,1.22
XOne,2014.0,Sports,Take-Two Interactive,1.36
PS3,2008.0,Action,THQ,0.88
X360,2013.0,Action,Deep Silver,1.01
PS,1999.0,Misc,Sony Computer Entertainment,0.94
PS3,2009.0,Role-Playing,Electronic Arts,0.96
X360,2015.0,Sports,Electronic Arts,0.55
N64,1997.0,Fighting,THQ,1.37
PS,1998.0,Fighting,THQ,1.1
GBA,2001.0,Action,Electronic Arts,0.87
X360,2008.0,Racing,Electronic Arts,0.79
GBA,2002.0,Role-Playing,Infogrames,1.52
PC,2010.0,Strategy,Take-Two Interactive,0.98
GC,2005.0,Action,Capcom,0.98
PSV,2012.0,Action,Activision,0.8
PSP,2007.0,Shooter,LucasArts,0.9
PS2,2006.0,Misc,Oxygen Interactive,0.82
PS,1997.0,Sports,Sony Computer Entertainment,1.58
X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.9
GB,1992.0,Puzzle,Nintendo,0.59
PS,1997.0,Shooter,Namco Bandai Games,0.38
PC,2003.0,Simulation,Electronic Arts,1.67
Wii,2008.0,Action,LucasArts,1.23
Wii,2007.0,Simulation,Electronic Arts,0.91
GBA,2002.0,Action,Nintendo,1.18
Wii,2008.0,Sports,Ubisoft,0.94
PS2,2003.0,Sports,Electronic Arts,0.93
Wii,2008.0,Sports,THQ,0.45
PS,2000.0,Sports,Electronic Arts,1.58
PS3,2006.0,Fighting,Electronic Arts,0.81
PS4,2013.0,Platform,Sony Computer Entertainment Europe,0.43
XB,2005.0,Shooter,Activision,1.22
NES,1989.0,Platform,Capcom,0.91
PS,2001.0,Sports,Activision,1.09
GBA,2001.0,Adventure,THQ,0.59
PC,2013.0,Strategy,Activision,0.82
XB,2003.0,Racing,Microsoft Game Studios,0.97
PS2,2001.0,Racing,Midway Games,1.13
PS2,2003.0,Sports,Electronic Arts,1.35
PS2,2003.0,Platform,THQ,1.08
PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.63
PS3,2007.0,Action,Sony Computer Entertainment,0.57
GEN,1992.0,Fighting,Sega,1.0
PS2,2000.0,Sports,Electronic Arts,0.78
X360,2012.0,Shooter,Take-Two Interactive,0.86
PS2,2004.0,Sports,Midway Games,0.81
X360,2006.0,Racing,Electronic Arts,0.76
PS2,2002.0,Sports,Electronic Arts,1.25
PS2,2005.0,Fighting,Atari,0.96
2600,1981.0,Puzzle,Atari,1.54
GC,2004.0,Misc,Nintendo,0.9
SNES,1991.0,Shooter,Nintendo,1.06
Wii,2011.0,Misc,Namco Bandai Games,0.48
PS2,2004.0,Role-Playing,Enix Corporation,0.0
X360,2008.0,Shooter,Electronic Arts,1.09
DS,2007.0,Role-Playing,Square Enix,0.32
GBA,2004.0,Platform,Nintendo,0.8
Wii,2011.0,Action,Disney Interactive Studios,0.76
2600,1982.0,Puzzle,Atari,1.52
PS,1999.0,Shooter,Red Storm Entertainment,0.93
NES,1986.0,Action,Capcom,0.74
PS2,2002.0,Sports,Electronic Arts,0.8
PS2,2005.0,Sports,Electronic Arts,1.44
PS2,2004.0,Action,Ubisoft,0.54
X360,2010.0,Simulation,Microsoft Game Studios,1.02
PS4,2015.0,Adventure,Sony Computer Entertainment Europe,0.44
XB,2004.0,Sports,Sega,1.54
X360,2006.0,Simulation,Microsoft Game Studios,0.45
GC,2001.0,Strategy,Nintendo,0.78
PC,nan,Shooter,Activision,0.58
PS3,2011.0,Platform,Sega,0.6
PS2,2003.0,Sports,Electronic Arts,1.18
PS,1999.0,Platform,Sony Computer Entertainment,0.71
X360,2014.0,Sports,Take-Two Interactive,1.33
